DOI,Title,Matched Columns,Matched keywards
10.1109/ICAC60630.2023.10417632,Human Skin Diseases Identification and Treatment Suggestion by Sri Lankan Ayurveda Medicine Using Machine Learning,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, random forest, deep learning, machine learning, deep learning, cnn, machine learning"
10.1109/ICAC60630.2023.10417589,FedSec: Advanced Threat Detection System for Federated Learning Frameworks,"Abstract, Author Keywords","machine learning, cnn"
10.1109/ICAC60630.2023.10417384,"“Hand Model” – A Static Sinhala Sign Language Translation Using Media-Pipe and SVM Compared with Hybrid Model of KNN, SVM and Random Forest Algorithms","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","random forest, svm, knn, svm, knn, cnn, svm, knn, cnn"
10.1109/ICAC60630.2023.10417359,Machine Learning Approach to Identify Spread of Kidney Diseases in Sri Lanka,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, random forest, svm, machine learning"
10.1109/ICAC60630.2023.10417228,Sustainable Growth Through Automation: Machine Learning and Computer Vision Advancements in Sri Lankan Floriculture,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417256,A Machine Learning Approach to Analyze the Drug Addiction,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, decision tree, random forest, cnn, machine learning, machine learning"
10.1109/ICAC60630.2023.10417516,Machine Learning Based Approach to Reduce Food Wastage,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417649,Enhancing Early Childhood Learning using Image Processing for Sinhala Medium Education,"Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, cnn, machine learning"
10.1109/ICAC60630.2023.10417264,Deep Learning-Based Predictive and Management System for Dog Care Centers,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, machine learning, densenet, deep learning, deep learning, deep learning"
10.1109/ICAC60630.2023.10417387,Predicting the Air Pollution Level and Creating an Awareness Platform,Author Keywords,neural network
10.1109/ICAC60630.2023.10417342,Image Classification of Disease Detection in Paddy Crops Using Transfer Learning Approach,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","transfer learning, transfer learning, deep learning, cnn, deep learning, cnn"
10.1109/ICAC60630.2023.10417280,Enhancing Diabetic Shoe Insole Customization with AI-Driven Approaches,Abstract,u-net
10.1109/ICAC60630.2023.10417279,Katha App: Sinhala Phonological Disorder Detection and Treatment in Early Childhood,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","machine learning, long short-term memory, support vector classifier, long short-term memory, machine learning, support vector machine"
10.1109/ICAC60630.2023.10417234,Interview Bot Using Natural Language Processing and Machine Learning,"Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, neural network, convolutional neural network, cnn, machine learning"
10.1109/ICAC60630.2023.10417405,CinnaSense: Enhancing Cinnamon Quality and Health with Image Processing,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417158,Children's Speech Disorders Identification and Therapy Treatment,IEEE Terms,machine learning
10.1109/ICAC60630.2023.10417587,Empowering Bell Pepper Farmers with Smart Polytunnel Technology for Powdery Mildew Disease Detection and Management,"Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, deep learning, transfer learning, cnn, cnn, transfer learning, transfer learning"
10.1109/ICAC60630.2023.10417337,CapsiScan: Autonomous Robotic System for Monitoring and Managing Greenhouse-Based Capsicum Farms,Author Keywords,cnn
10.1109/ICAC60630.2023.10417268,Predictive Modeling for Early Identification of Disease Severity in Acute Respiratory Infections: A Case Study with COVID-19,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ICAC60630.2023.10417203,Deep Learning-Based Image Analysis for Detecting Nutrient Deficiencies of Tomato Plants,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, convolutional neural network, deep learning, cnn, deep learning, cnn, deep learning"
10.1109/ICAC60630.2023.10417276,Smart Aquarium Caring System Using Image Processing and IoT,"Abstract, Abstract, Author Keywords","random forest, cnn, cnn"
10.1109/ICAC60630.2023.10417425,Enhancing Recruitment Processes Through Integration of Personality Traits and Professional Skills Analysis,"Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, xgboost, clustering, k-means clustering, svm, machine learning, machine learning"
10.1109/ICAC60630.2023.10417640,Sea Cense - A Commercially Valued Sea Cucumber Analyzer,"Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, cnn, neural network, convolutional neural network, cnn, machine learning"
10.1109/ICAC60630.2023.10417645,Ganitha Piyasa: Effective Lesson Delivery Method for Graphical Dyscalculia Students,"Abstract, Abstract, Abstract, Abstract","random forest, artificial neural network, neural network, ann"
10.1109/ICAC60630.2023.10417592,"MindRelax: Smart System for Emotion and Mental Stress Monitoring, Detection and Management","Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","machine learning, neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417573,Detection of Diseases and Nutrition in Bell Pepper,"Abstract, Abstract","precision, cnn"
10.1109/ICAC60630.2023.10417194,Predictive Analytics for Blood Supply Chain Management and Data Security in Healthcare System,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417514,EduPlanner –Best Teaching Method for Students with Down Syndrome,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417529,SMART UTIL: Utility Bill Management and Usage Analysis for Sustainable Lifestyle,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ICAC60630.2023.10417353,Poisonous Mushroom Detection Using Graph Neural Networks,"Abstract, Abstract, Author Keywords","gradient descent, stochastic gradient descent, deep learning"
10.1109/ICAC60630.2023.10417616,The Realtime Yoga Assistance System,"Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","machine learning, machine learning, neural network, long short-term memory, cnn"
10.1109/ICAC60630.2023.10417212,Digital Assistant for Visually Impaired People,"Abstract, Author Keywords, Author Keywords, Author Keywords","deep learning, transfer learning, deep learning, transfer learning"
10.1109/ICAC60630.2023.10417620,A Proactive Approach for Behavior Based Ransomware Detection,Author Keywords,machine learning
10.1109/ICAC60630.2023.10417568,IHear- Mobile Application for Hearing- Impaired Children to Facilitate Their Hearing and Speech Abilities,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ICAC60630.2023.10417499,Analyzing the Impact of the Sports Event with Machine Learning,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, random forest, machine learning"
10.1109/ICAC60630.2023.10417565,Identifying False Content and Hate Speech in Sinhala YouTube Videos by Analyzing the Audio,"Abstract, Abstract, Abstract","overfitting, recall, f1 score"
10.1109/ICAC60630.2023.10417295,Integrating Mobile Sensing and Machine Learning for Early Detection and Personalized Management of Chronic Diseases,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417233,Integrated AI-Based System for Comprehensive Poultry Management,"Abstract, Abstract, IEEE Terms","machine learning, deep learning, deep learning"
10.1109/ICAC60630.2023.10417483,"Empowering Deaf Children with Sinhala Sign Language, Emotion Detection, and Sound Recognition",Author Keywords,machine learning
10.1109/ICAC60630.2023.10417530,Nail Abnormalities Detection and Prediction System,"Abstract, Author Keywords","neural network, cnn"
10.1109/ICAC60630.2023.10417665,Garment Defect Detection Using Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, machine learning, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417314,Comparative Analysis of Pre-trained Models and Custom CNN for Weed Seedlings Classification,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","cnn, confusion matrix, precision, recall, transfer learning, neural network, convolutional neural network, transfer learning, cnn, transfer learning, transfer learning, cnn, transfer learning, transfer learning"
10.1109/ICAC60630.2023.10417412,Integrating Machine Learning Models for Chili Disease Prediction and Economic Impact Analysis,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, f1 score, mean absolute error, mae, rmse, machine learning, machine learning"
10.1109/ICAC60630.2023.10417195,Parkinson's Disease Early Stage Vocal Disorder Classification with Audio Feature Enhancement,"Abstract, Author Keywords, IEEE Terms, IEEE Terms","machine learning, svm, machine learning, support vector machine"
10.1109/ICAC60630.2023.10417304,Enhancing Tomato Cultivation for Quality Yield and Demand Fulfillment,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417468,Emotional State Monitoring with Personalized Activity Recommendations,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","reinforcement learning, neural network, deep neural network, reinforcement learning, reinforcement learning"
10.1109/ICAC60630.2023.10417312,Effectiveness of Deep Learning Technologies to Assist Educational Inclusion for Children with Down Syndrome,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, machine learning, deep learning, cnn, cnn, deep learning"
10.1109/ICAC60630.2023.10417168,The Future of Crime Prevention: Police Case Analysis Using Machine Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417572,Automated Machine Learning for Prediction of Type 2 Diabetes and Its Major Complications: A Comparative Study,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, feature selection, hyperparameter tuning, data preprocessing, machine learning, machine learning"
10.1109/ICAC60630.2023.10417522,An Approach for Real Time Computer User Action Monitoring,"Abstract, Author Keywords, Author Keywords","machine learning, machine learning, cnn"
10.1109/ICAC60630.2023.10417372,Optimizing Power Plant Operations Through Machine Learning Based Electricity Demand Forecasting,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, decision tree, random forest, xgboost, feature engineering, hyperparameter tuning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417714,Personalized Advertisement Recommendation System for a Social Media Platform in Tamil,"Abstract, Abstract","machine learning, neural network"
10.1109/ICAC60630.2023.10417606,Knowledge Graph for Multi Hazard Risk Assessment and Management in Rainfall Prone Regions,"Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, precision, cnn, machine learning"
10.1109/ICAC60630.2023.10417473,AI-Integrated Single Platform to Enhance Personal Wellbeing,Abstract,random forest
10.1109/ICAC60630.2023.10417613,Leaf Guard: Detecting the Diseases in Banana Leaf,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC60630.2023.10417241,E-Goyama -A Modern Solution for Profitable Paddy Cultivation,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ICAC60630.2023.10417150,StutterAI: Virtual Assistant for Stutter Detection and Analysis Through Machine Learning and Natural Language Processing Approaches,"Document Title, Abstract, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417636,"Multimodal Fusion for Enhanced Parkinson's Disease Screening: Integrating Brain MRI, Hand Drawing, Facial Expressions, and Voice Analysis","Abstract, Abstract, Abstract, Abstract, Abstract, IEEE Terms","machine learning, xgboost, neural network, convolutional neural network, cnn, machine learning"
10.1109/ICAC60630.2023.10417653,RubberMate - Integrated Platform for Rubber Crop Harvest and Production,"Author Keywords, Author Keywords","svm, cnn"
10.1109/ICAC60630.2023.10417466,SentiNet: A Robust and Multilingual Sentiment Analysis System with Transfer Learning and Adversarial Training Techniques,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords","transfer learning, transfer learning, deep learning, ensemble learning, deep learning"
10.1109/ICAC60630.2023.10417599,Multi Model Approach to Evaluate and Enhance Student - Teacher Interactions,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417269,Quality Level Identification of Stored Chicken Using Machine Learning Algorithms,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, decision tree, random forest, support vector machine, k-nearest neighbors, svm, knn, machine learning, machine learning"
10.1109/ICAC60630.2023.10417601,Blockchain-Based Decentralized Breast Cancer Patient Monitoring System for Remote Healthcare Security,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ICAC60630.2023.10417524,"A Comprehensive System for Accurate Identification of Gemstones from Corundum, Topaz, and Chrysoberyl Families Using Machine Learning Techniques","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn, machine learning"
10.1109/ICAC60630.2023.10417674,Deep Learning-Based Land Cover Classification for Satellite Images of Sri Lanka Using ConvNets,"Document Title, Abstract, Abstract, IEEE Terms","deep learning, data augmentation, deep learning, deep learning"
10.1109/ICAC60630.2023.10417508,Early Detection and Effective Treatment for ADHD using Machine Learning for Sri Lankan Children,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICAC60630.2023.10417363,Personalized and Interactive Demented Care and Learning Mate with a Virtual System Using Emotion Recognition,"Abstract, Author Keywords","machine learning, cnn"
10.1109/ICAC60630.2023.10417277,Addressing Key Challenges Faced by SME Exporters in Sri Lanka: A Comprehensive Approach Using Data Driven Technologies,Abstract,neural network
10.1109/ICAC60630.2023.10417626,"Mobile Application for Chili Disease Detection, Correction, Prevention and Price Prediction","Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","machine learning, random forest, feature engineering, outlier detection, artificial neural network, neural network, machine learning"
10.1109/ICAC60630.2023.10417692,An Expert System for the Early Identification and Development of Musical Talent in Children,"Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, deep learning, machine learning, reinforcement learning"
10.1109/ICAC60630.2023.10417475,Automatic Identification of Sri Lankan Butterfly Families using Ensemble Deep Learning,"Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","deep learning, deep learning, neural network, convolutional neural network, deep learning, ensemble learning, deep learning"
10.1109/ICAC60630.2023.10417159,Detection of Network Attacks on Application Servers Using Deep Learning in IoT Environments,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, precision, recall, artificial neural network, neural network, deep learning, ann, artificial neural network, neural network, deep learning, deep learning"
10.1109/ICAC60630.2023.10417149,Novel Approach for Enhancing Mental Well-Being Through Machine Learning Techniques,"Document Title, Abstract, Author Keywords, Author Keywords","machine learning, machine learning, machine learning, deep learning"
10.1109/ICAC60630.2023.10417503,Lankan Legacy: an Intelligent System to Recreate Sri Lankan History,Author Keywords,cnn
10.1109/ICAC60630.2023.10417600,Stress Relieving and Emotion Alleviating Activities Recommendation System Based on Deep Reinforcement Learning - A Novel Method Providing Slate Recommendations Which Utilizes SlateQ with Multi-Objective Optimization,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, deep learning"
10.1109/ICAC60630.2023.10417654,Improved Feature Extraction for Time Series Data Using Sliding Window: A Case Study of Carnatic Tala,Abstract,machine learning
10.1109/ICAC60630.2023.10417161,A Cross-Domain Hybrid Model for Paddy Disease Classification,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, naive bayes, deep learning, cnn, neural network, convolutional neural network, machine learning"
10.1109/ICAC60630.2023.10417528,Plant Health Assessment Based on Precision IoT Leaf Phytometry Techniques,"Document Title, Abstract, Abstract, Author Keywords","precision, precision, neural network, precision"
10.1109/ICAC60630.2023.10417329,Advanced Student Monitoring System for Physical Classes Using Pattern Recognition and Behavioral Analysis,"Abstract, Abstract","deep learning, cnn"
10.1109/ICAC60630.2023.10417291,Brain Tumor Detection Using Image Processing,"Abstract, Abstract, Abstract, Abstract, Author Keywords","precision, recall, deep learning, cnn, deep learning"
10.1109/ICAC60630.2023.10417698,HANDTALK: Adaptive and Interactive Self-Learning System for Deaf and Dumb School Students in Sri Lanka,"Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ICAC60630.2023.10417084,Smart Mango - Smart System for Mango Plantation,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","machine learning, transfer learning, svm, transfer learning, machine learning, deep learning, machine learning, transfer learning, transfer learning"
10.1109/ICAC60630.2023.10417627,Enhancing Security in SDN Environments Through Multi-Layer Authentication and Machine Learning-Based Threat Mitigation,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, knn, machine learning, machine learning"
10.1109/ICAC60630.2023.10417605,Personalized ASD Interventions Recommendation for Sri Lankan Patients,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, decision tree, random forest, support vector machine, mean squared error, svm, mse, support vector machine, machine learning"
10.1109/ICAC60630.2023.10417598,“AgarRiskPro” – Device-Based Approach to Detect Diseases and Solution-Providing System,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ICAC60630.2023.10417352,Identification of Diabetic Related Eye Diseases Using Deep Learning,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, deep learning, deep learning"
10.1109/ICAC60630.2023.10417281,Development of a Self-Balancing Robot Platform and Information Recording System for Hazardous Environment,Abstract,precision
10.1109/ICAC60630.2023.10417458,Forecasting Employee Personality Changes in the Post Covid-19 Era: Ensemble Learning Approach,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","ensemble learning, machine learning, ensemble learning, decision tree, random forest, support vector machine, naive bayes, precision, recall, svm, machine learning, ensemble learning, machine learning, ensemble learning"
10.1109/ICAC60630.2023.10417152,“DiagnoMe” Mobile Application for Identifying and Predicting the Chronic Diseases,"Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, deep learning, machine learning, neural network, transformer"
10.1109/ICAC60630.2023.10417424,Development of Convolutional Neural Network-Based AI-Dermatoscope for Non-Invasive Skin Assessments,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417189,Mental Illness Aiding Through Machine Learning and Soft-Computing,"Document Title, IEEE Terms","machine learning, machine learning"
10.1109/ICARC61713.2024.10499749,A Machine Learning Approach for Determination of Gender of Sri Lankan People by Using the Dental Arch Dimensions,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","machine learning, decision tree, random forest, f1 score, svm, knn, machine learning"
10.1109/ICARC61713.2024.10499737,Interpretable Cervical Cell Classification: A Comparative Analysis,"Abstract, IEEE Terms","data augmentation, data augmentation"
10.1109/ICARC61713.2024.10499787,Explainable AI for Early Lung Cancer Detection: A Path to Confidence,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","machine learning, neural network, convolutional neural network, machine learning, cnn"
10.1109/ICARC61713.2024.10499752,A Systematic Literature Review of XAI-based Approaches on Brain Disease Detection using Brain MRI Images,"Abstract, Abstract","machine learning, deep learning"
10.1109/ICARC61713.2024.10499747,Deep Learning-Based Ensemble Model for Predicting the Lifestyle Status of a Person,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, support vector machine, overfitting, precision, recall, svm, artificial neural network, neural network, convolutional neural network, long short-term memory, deep learning, ann, cnn, machine learning, deep learning"
10.1109/ICARC61713.2024.10499704,CNN-Based Deep Learning Approach for Prioritization of Bug Reports,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, cnn, precision, recall, neural network, convolutional neural network, densenet, deep learning, cnn, deep learning, cnn, deep learning"
10.1109/ICARC61713.2024.10499699,Personalized Treatment Approaches for Social Phobia: An ML-Based Decision Support System,"Abstract, Abstract, Abstract, Author Keywords","confusion matrix, precision, recall, machine learning"
10.1109/ICARC61713.2024.10499788,Regression Model Selection for Life Expectancy Prediction: A Comparative Analysis of Imputation Techniques,"Abstract, Author Keywords, Author Keywords","random forest, decision tree, random forest"
10.1109/ICARC61713.2024.10499767,Utilization of Various Optimization Algorithms in Neural Network Models for Forecasting Exchange Rates,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract","neural network, mean absolute error, mean squared error, root mean squared error, mae, mse, rmse, neural network, long short-term memory, feedforward neural network, gradient descent, stochastic gradient descent"
10.1109/ICARC61713.2024.10499774,Machine Learning-Driven Sri Lankan Stock Market Prediction: Harnessing Economic Indicators and Sentiment Analysis,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","machine learning, machine learning, mae, deep learning, machine learning, machine learning, deep learning"
10.1109/ICARC61713.2024.10499750,Classifying Team Players in Software Industry Based on Personality Traits: An Expert-Guided Machine Learning Approach,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, random forest, support vector machine, svm, neural network, machine learning, machine learning"
10.1109/ICARC61713.2024.10499784,"Enhancing Customer Segmentation Using Large Language Models (LLMs) and Deterministic, Independent-of-Corpus Embeddings (DICE)","Abstract, Author Keywords, IEEE Terms","clustering, clustering, clustering"
10.1109/ICARC61713.2024.10499732,Few-Shot Lung Cancer Classification Using Prototypical Networks,"Author Keywords, Author Keywords","u-net, densenet"
10.1109/ICARC61713.2024.10499756,Explainable Hybrid CNN Swin-Transformer Network for Tuberculosis Diagnosis in Chest X-Rays of Sri Lankan Patients,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","transformer, cnn, precision, recall, neural network, convolutional neural network, transformer, cnn, transformer, deep learning"
10.1109/ICARC61713.2024.10499742,Ensemble Approach for Early Prediction of Malnutrition Level of Children: A Case Study on Children Under Five Years Old,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, ensemble learning, decision tree, random forest, support vector machine, gradient boosting, adaboost, xgboost, precision, recall, training set, svm, machine learning, ensemble learning, machine learning"
10.1109/ICARC61713.2024.10499761,Artificial Intelligence Model to Suggest Sewing Operations Through Sketch Analysis,Abstract,precision
10.1109/ICARC61713.2024.10499762,Impact of the Price of Petroleum on the Price of Food Items in Sri Lanka,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, model evaluation, mean absolute error, mean squared error, root mean squared error, training set, test set, mae, rmse, machine learning, machine learning"
10.1109/ICARC61713.2024.10499741,Simple and Compound Leaf Taxonomy Embedded Machine Learning Approach for Ayurveda Plants Recognition,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, random forest, gradient boosting, precision, recall, svm, machine learning, random forest, support vector machine, data augmentation"
10.1109/ICARC61713.2024.10499698,MangoDB - A TJC Mango Dataset for Deep-Learning-Based on Classification and Detection in Precision Agriculture,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","precision, machine learning, support vector machine, svm, knn, neural network, deep learning"
10.1109/ICARC61713.2024.10499779,Individual Leopard Identification Using Black Spot Patterns,"Abstract, Author Keywords","cnn, deep learning"
10.1109/ICARC61713.2024.10499748,Sinhala Character Identification Using Orientation and Support Vector Machine,"Document Title, Abstract, Author Keywords","support vector machine, support vector machine, support vector machine"
10.1109/ICARC61713.2024.10499701,Detection and Classification of Knee Osteoarthritis Using Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, neural network, convolutional neural network, deep learning, cnn, neural network, convolutional neural network, deep learning"
10.1109/ICARC61713.2024.10499706,Motion Deblurring Through Autoencoder-Based Image Restoration,"Document Title, Abstract, Author Keywords","autoencoder, autoencoder, deep learning"
10.1109/ICARC61713.2024.10499745,Sentiment Analysis of Tweets on the Russia-Ukraine War,"Abstract, Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","supervised learning, unsupervised learning, support vector machine, supervised learning, supervised learning, supervised learning"
10.1109/ICARC61713.2024.10499753,Lip Synchronization Model For Sinhala Language Using Machine Learning,"Document Title, Abstract, IEEE Terms","machine learning, deep learning, deep learning"
10.1109/ICARC61713.2024.10499768,Hate Speech Detection for Transliterated English and Sinhala Code-Mixed Data,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract","support vector machine, precision, recall, svm, long short-term memory, transformer, cnn"
10.1109/ICARC61713.2024.10499740,Hybrid Approaches to Emotion Recognition: A Comprehensive Survey of Audio-Textual Methods and Their Application,"Abstract, Abstract, Abstract, Author Keywords","machine learning, precision, deep learning, deep learning"
10.1109/ICARC61713.2024.10499763,Sinhala Document Clustering Using Named Entity Recognition Technique,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","clustering, clustering, deep learning, clustering, deep learning"
10.1109/ICARC61713.2024.10499746,Sinhala-English Code-Mixed Language Dataset with Sentiment Annotation,Abstract,machine learning
10.1109/ICARC61713.2024.10499790,Unmasking Fake News with Emotional Cues: A Comparative Study of Sentiment Reasoning Models,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract","supervised learning, precision, recall, f1 score, neural network, convolutional neural network, recurrent neural network, long short-term memory, supervised learning, cnn"
10.1109/ICARC61713.2024.10499783,Using Machine Learning to Identify and Categorize Personally Identifiable Information and Payment Card Industry Data in Textual Content,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","machine learning, machine learning, random forest, support vector machine, naive bayes, svm, neural network, convolutional neural network, cnn, cnn"
10.1109/ICARC61713.2024.10499702,Analyzing User's Sentiments Using Twitter Data on the Usage of ChatGPT,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract","machine learning, ensemble learning, precision, recall, svm, long short-term memory, deep learning, ann"
10.1109/ICARC61713.2024.10499766,YouTube Video Categorization Based on Closed Captions,Abstract,random forest
10.1109/ICARC61713.2024.10499729,Movie Recommendation System Based on User Ratings and Critique,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ICARC61713.2024.10499785,Swa Bhasha 2.0: Addressing Ambiguities in Romanized Sinhala to Native Sinhala Transliteration Using Neural Machine Translation,IEEE Terms,machine learning
10.1109/ICARC61713.2024.10499705,Dynamic Spectrum Fusion: An Adaptive Learning Approach for Hybrid NOMA/OMA in Evolving Wireless Networks,"Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, reinforcement learning, random forest, gradient boosting, deep learning, random forest, gradient boosting, deep q-network, reinforcement learning"
